,uf,municipio,longitude,latitude
4419,RS,Vila Flores,-51.550371,-28.859825
4420,RS,Vila Lângaro,-52.143795,-28.106184
4421,RS,Vila Maria,-52.148648,-28.535853
4422,RS,Vila Nova do Sul,-53.876041,-30.346131
4423,RS,Vista Alegre,-53.491876,-27.368619
4424,RS,Vista Alegre do Prata,-51.79465,-28.805218
4425,RS,Vista Gaúcha,-53.697382,-27.290217
4426,RS,Vitória das Missões,-54.504022,-28.351612
4427,RS,Westfalia,-51.764455,-29.426275
4428,RS,Xangri-lá,-50.051932,-29.806493
4429,RS,Água Santa,-52.031004,-28.167228
4430,RS,Áurea,-52.050506,-27.693586
4431,SC,Abdon Batista,-51.023275,-27.612628
4432,SC,Abelardo Luz,-52.322881,-26.571585
4433,SC,Agrolândia,-49.822049,-27.408685
4434,SC,Agronômica,-49.707996,-27.266154
4435,SC,Alfredo Wagner,-49.327346,-27.700096
4436,SC,Alto Bela Vista,-51.904435,-27.433346
4437,SC,Anchieta,-53.331908,-26.538216
4438,SC,Angelina,-48.987867,-27.57041
4439,SC,Anita Garibaldi,-51.127143,-27.689743
4440,SC,Anitápolis,-49.131633,-27.901183
4441,SC,Antônio Carlos,-48.766007,-27.51907
4442,SC,Apiúna,-49.388506,-27.037493
4443,SC,Arabutã,-52.142263,-27.158691
4444,SC,Araquari,-48.718825,-26.375408
4445,SC,Araranguá,-49.491809,-28.935615
4446,SC,Armazém,-49.021506,-28.244812
4447,SC,Arroio Trinta,-51.340719,-26.925655
4448,SC,Arvoredo,-52.45426,-27.074816
4449,SC,Ascurra,-49.37828,-26.954821
4450,SC,Atalanta,-49.778863,-27.421916
4451,SC,Aurora,-49.629525,-27.309786
4452,SC,Balneário Arroio do Silva,-49.423689,-28.980644
4453,SC,Balneário Barra do Sul,-48.612317,-26.459708
4454,SC,Balneário Camboriú,-48.635152,-26.992594
4455,SC,Balneário Gaivota,-49.584092,-29.15272
4456,SC,Balneário Piçarras,-48.67629,-26.769304
4457,SC,Bandeirante,-53.641326,-26.770499
4458,SC,Barra Bonita,-53.44,-26.654
4459,SC,Barra Velha,-48.693338,-26.636961
4460,SC,Bela Vista do Toldo,-50.466354,-26.274625
4461,SC,Belmonte,-53.57581,-26.842994
4462,SC,Benedito Novo,-49.359314,-26.780974
4463,SC,Biguaçu,-48.65979,-27.496004
4464,SC,Blumenau,-49.070904,-26.915501
4465,SC,Bocaina do Sul,-49.942279,-27.745494
4466,SC,Bom Jardim da Serra,-49.637276,-28.337666
4467,SC,Bom Jesus,-52.3919,-26.732595
4468,SC,Bom Jesus do Oeste,-53.096725,-26.692737
4469,SC,Bom Retiro,-49.486994,-27.798993
4470,SC,Bombinhas,-48.514561,-27.138245
4471,SC,Botuverá,-49.068892,-27.200749
4472,SC,Braço do Norte,-49.170056,-28.268082
4473,SC,Braço do Trombudo,-49.882145,-27.358578
4474,SC,Brunópolis,-50.86837,-27.305781
4475,SC,Brusque,-48.910663,-27.097706
4476,SC,Caibi,-53.245751,-27.074102
4477,SC,Calmon,-51.095017,-26.594241
4478,SC,Camboriú,-48.650338,-27.024078
4479,SC,Campo Alegre,-49.267588,-26.195027
4480,SC,Campo Belo do Sul,-50.75955,-27.89754
4481,SC,Campo Erê,-53.085614,-26.393056
4482,SC,Campos Novos,-51.227589,-27.400184
4483,SC,Canelinha,-48.765791,-27.261609
4484,SC,Canoinhas,-50.395001,-26.176591
4485,SC,Capinzal,-51.605702,-27.347295
4486,SC,Capivari de Baixo,-48.963144,-28.449773
4487,SC,Capão Alto,-50.509788,-27.938936
4488,SC,Catanduvas,-51.660158,-27.068972
4489,SC,Caxambu do Sul,-52.880718,-27.162401
4490,SC,Caçador,-51.012004,-26.77567
4491,SC,Celso Ramos,-51.335003,-27.632708
4492,SC,Cerro Negro,-50.867264,-27.794205
4493,SC,Chapadão do Lageado,-49.553879,-27.590507
4494,SC,Chapecó,-52.61519,-27.100448
4495,SC,Cocal do Sul,-49.333536,-28.598569
4496,SC,Concórdia,-52.025962,-27.233461
4497,SC,Cordilheira Alta,-52.605582,-26.984403
4498,SC,Coronel Freitas,-52.701122,-26.905713
4499,SC,Coronel Martins,-52.669361,-26.511043
4500,SC,Correia Pinto,-50.361448,-27.587688
4501,SC,Corupá,-49.245968,-26.42464
4502,SC,Criciúma,-49.372887,-28.672267
4503,SC,Cunha Porã,-53.166185,-26.895019
4504,SC,Cunhataí,-53.089474,-26.970924
4505,SC,Curitibanos,-50.581638,-27.282373
4506,SC,Descanso,-53.503395,-26.826971
4507,SC,Dionísio Cerqueira,-53.635149,-26.264784
4508,SC,Dona Emma,-49.726142,-26.980975
4509,SC,Doutor Pedrinho,-49.479495,-26.71737
4510,SC,Entre Rios,-52.558504,-26.722474
4511,SC,Ermo,-49.643013,-28.986869
4512,SC,Erval Velho,-51.44299,-27.274321
4513,SC,Faxinal dos Guedes,-52.259624,-26.845104
4514,SC,Flor do Sertão,-53.350522,-26.781143
4515,SC,Florianópolis,-48.547696,-27.594486
4516,SC,Formosa do Sul,-52.794636,-26.645272
4517,SC,Forquilhinha,-49.478466,-28.745359
4518,SC,Fraiburgo,-50.919978,-27.023288
4519,SC,Frei Rogério,-50.807621,-27.175021
4520,SC,Galvão,-52.687528,-26.454934
4521,SC,Garopaba,-48.619896,-28.01856
4522,SC,Garuva,-48.852026,-26.029185
4523,SC,Gaspar,-48.953428,-26.933597
4524,SC,Governador Celso Ramos,-48.557608,-27.317161
4525,SC,Gravatal,-49.042683,-28.320763
4526,SC,Grão Pará,-49.225194,-28.180903
4527,SC,Guabiruba,-48.980445,-27.080811
4528,SC,Guaraciaba,-53.524317,-26.604199
4529,SC,Guaramirim,-49.002628,-26.468753
4530,SC,Guarujá do Sul,-53.529575,-26.385813
4531,SC,Guatambú,-52.78865,-27.134102
4532,SC,Herval d`Oeste,-51.491728,-27.1903
4533,SC,Ibiam,-51.235154,-27.184658
4534,SC,Ibicaré,-51.368101,-27.088141
4535,SC,Ibirama,-49.519314,-27.054665
4536,SC,Ilhota,-48.825116,-26.902284
4537,SC,Imaruí,-48.81701,-28.333938
4538,SC,Imbituba,-48.665884,-28.228367
4539,SC,Imbuia,-49.421766,-27.49082
4540,SC,Indaial,-49.235417,-26.899247
4541,SC,Iomerê,-51.244227,-27.00192
4542,SC,Ipira,-51.77579,-27.403818
4543,SC,Iporã do Oeste,-53.535483,-26.985396
4544,SC,Ipuaçu,-52.456633,-26.632025
4545,SC,Ipumirim,-52.128873,-27.077215
4546,SC,Iraceminha,-53.276682,-26.821536
4547,SC,Irani,-51.901204,-27.028684
4548,SC,Irati,-52.895513,-26.653862
4549,SC,Irineópolis,-50.795687,-26.242006
4550,SC,Itaiópolis,-49.9092,-26.338975
4551,SC,Itajaí,-48.670475,-26.910097
4552,SC,Itapema,-48.616038,-27.08607
4553,SC,Itapiranga,-53.716603,-27.165856
4554,SC,Itapoá,-48.618188,-26.11576
4555,SC,Ituporanga,-49.596253,-27.410063
4556,SC,Itá,-52.321187,-27.290666
4557,SC,Içara,-49.308654,-28.713206
4558,SC,Jaborá,-51.727899,-27.178233
4559,SC,Jacinto Machado,-49.762316,-28.996094
4560,SC,Jaguaruna,-49.02958,-28.614598
4561,SC,Jaraguá do Sul,-49.07125,-26.485083
4562,SC,Jardinópolis,-52.862524,-26.719136
4563,SC,Joaçaba,-51.510788,-27.172105
4564,SC,Joinville,-48.848675,-26.304497
4565,SC,José Boiteux,-49.62863,-26.956568
4566,SC,Jupiá,-52.729766,-26.395038
4567,SC,Lacerdópolis,-51.55766,-27.257941
4568,SC,Lages,-50.325862,-27.814966
4569,SC,Laguna,-48.777234,-28.484287
4570,SC,Lajeado Grande,-52.564782,-26.857614
4571,SC,Laurentino,-49.733119,-27.217295
4572,SC,Lauro Muller,-49.40348,-28.385899
4573,SC,Lebon Régis,-50.692109,-26.927987
4574,SC,Leoberto Leal,-49.278865,-27.508123
4575,SC,Lindóia do Sul,-52.068955,-27.054472
4576,SC,Lontras,-49.535049,-27.168358
4577,SC,Luiz Alves,-48.93224,-26.715136
4578,SC,Luzerna,-51.468221,-27.130363
4579,SC,Macieira,-51.37051,-26.855232
4580,SC,Mafra,-49.808624,-26.115935
4581,SC,Major Gercino,-48.94878,-27.419236
4582,SC,Major Vieira,-50.326592,-26.370901
4583,SC,Maracajá,-49.460546,-28.846337
4584,SC,Maravilha,-53.173699,-26.766529
4585,SC,Marema,-52.626445,-26.802361
4586,SC,Massaranduba,-49.005351,-26.610868
4587,SC,Matos Costa,-51.150095,-26.47087
4588,SC,Meleiro,-49.637821,-28.824433
4589,SC,Mirim Doce,-50.078623,-27.197002
4590,SC,Modelo,-53.039956,-26.772924
4591,SC,Mondaí,-53.403177,-27.100785
4592,SC,Monte Carlo,-50.980785,-27.223916
4593,SC,Monte Castelo,-50.232724,-26.460989
4594,SC,Morro Grande,-49.721362,-28.80057
4595,SC,Morro da Fumaça,-49.216937,-28.651117
4596,SC,Navegantes,-48.654593,-26.894293
4597,SC,Nova Erechim,-52.906569,-26.898159
4598,SC,Nova Itaberaba,-52.814076,-26.942805
4599,SC,Nova Trento,-48.929836,-27.277976
4600,SC,Nova Veneza,-49.505541,-28.633772
4601,SC,Novo Horizonte,-52.828104,-26.444218
4602,SC,Orleans,-49.298616,-28.348674
4603,SC,Otacílio Costa,-50.123113,-27.478917
4604,SC,Ouro,-51.619373,-27.337905
4605,SC,Ouro Verde,-52.310845,-26.692027
4606,SC,Paial,-52.497517,-27.254105
4607,SC,Painel,-50.097175,-27.923413
4608,SC,Palhoça,-48.669661,-27.645518
4609,SC,Palma Sola,-53.277091,-26.347069
4610,SC,Palmeira,-50.157717,-27.583013
4611,SC,Palmitos,-53.158612,-27.070219
4612,SC,Papanduva,-50.141938,-26.377709
4613,SC,Paraíso,-53.671595,-26.620024
4614,SC,Passo de Torres,-49.722034,-29.309889
4615,SC,Passos Maia,-52.056768,-26.782945
4616,SC,Paulo Lopes,-48.686358,-27.960698
4617,SC,Pedras Grandes,-49.19491,-28.433862
4618,SC,Penha,-48.646525,-26.775418
4619,SC,Peritiba,-51.901793,-27.375449
4620,SC,Petrolândia,-49.693747,-27.53463
4621,SC,Pinhalzinho,-52.991268,-26.849546
4622,SC,Pinheiro Preto,-51.224249,-27.048318
4623,SC,Piratuba,-51.766834,-27.424228
4624,SC,Planalto Alegre,-52.86699,-27.070423
4625,SC,Pomerode,-49.178456,-26.738355
4626,SC,Ponte Alta,-50.376404,-27.483497
4627,SC,Ponte Alta do Norte,-50.465947,-27.159112
4628,SC,Ponte Serrada,-52.01125,-26.873278
4629,SC,Porto Belo,-48.546865,-27.158569
4630,SC,Porto União,-51.075858,-26.245075
4631,SC,Pouso Redondo,-49.930098,-27.256725
4632,SC,Praia Grande,-49.952503,-29.191846
4633,SC,Presidente Castelo Branco,-51.803342,-27.224778
4634,SC,Presidente Getúlio,-49.624609,-27.04743
4635,SC,Presidente Nereu,-49.388938,-27.27683
4636,SC,Princesa,-53.599427,-26.44412
4637,SC,Quilombo,-52.72396,-26.726432
4638,SC,Rancho Queimado,-49.019145,-27.672733
4639,SC,Rio Fortuna,-49.106816,-28.124383
4640,SC,Rio Negrinho,-49.517746,-26.259075
4641,SC,Rio Rufino,-49.775373,-27.859191
4642,SC,Rio das Antas,-51.067414,-26.894615
4643,SC,Rio do Campo,-50.136021,-26.945181
4644,SC,Rio do Oeste,-49.798896,-27.195155
4645,SC,Rio do Sul,-49.643016,-27.215596
4646,SC,Rio dos Cedros,-49.271828,-26.739777
4647,SC,Riqueza,-53.326452,-27.065325
4648,SC,Rodeio,-49.36491,-26.924349
4649,SC,Romelândia,-53.317193,-26.680888
4650,SC,Salete,-49.998811,-26.97978
4651,SC,Saltinho,-53.057763,-26.604932
4652,SC,Salto Veloso,-51.404337,-26.902991
4653,SC,Sangão,-49.132181,-28.632638
4654,SC,Santa Cecília,-50.42517,-26.959182
4655,SC,Santa Helena,-53.621439,-26.936966
4656,SC,Santa Rosa de Lima,-49.133043,-28.033124
4657,SC,Santa Rosa do Sul,-49.710944,-29.131273
4658,SC,Santa Terezinha,-50.009017,-26.7813
4659,SC,Santa Terezinha do Progresso,-53.199716,-26.62403
4660,SC,Santiago do Sul,-52.679852,-26.638784
4661,SC,Santo Amaro da Imperatriz,-48.781305,-27.685182
4662,SC,Saudades,-53.00213,-26.931677
4663,SC,Schroeder,-49.074041,-26.411571
4664,SC,Seara,-52.299045,-27.156432
4665,SC,Serra Alta,-53.04087,-26.722898
4666,SC,Siderópolis,-49.431423,-28.595501
4667,SC,Sombrio,-49.632776,-29.107985
4668,SC,Sul Brasil,-52.963965,-26.735148
4669,SC,São Bento do Sul,-49.383077,-26.249542
4670,SC,São Bernardino,-52.968669,-26.473926
4671,SC,São Bonifácio,-48.932608,-27.900907
4672,SC,São Carlos,-53.003704,-27.079757
4673,SC,São Cristovão do Sul,-50.438807,-27.266627
4674,SC,São Domingos,-52.531333,-26.554811
4675,SC,São Francisco do Sul,-48.634372,-26.257917
4676,SC,São Joaquim,-49.945715,-28.288709
4677,SC,São José,-48.636607,-27.613577
4678,SC,São José do Cedro,-53.495456,-26.456135
4679,SC,São José do Cerrito,-50.573305,-27.660189
4680,SC,São João Batista,-48.847395,-27.277186
4681,SC,São João do Itaperiú,-48.768277,-26.621276
4682,SC,São João do Oeste,-53.597657,-27.098353
4683,SC,São João do Sul,-49.809357,-29.215415
4684,SC,São Lourenço do Oeste,-52.849837,-26.35566
4685,SC,São Ludgero,-49.180631,-28.314375
4686,SC,São Martinho,-48.986724,-28.160883
4687,SC,São Miguel da Boa Vista,-53.251107,-26.686961
4688,SC,São Miguel do Oeste,-53.516259,-26.724224
4689,SC,São Pedro de Alcântara,-48.804768,-27.566515
4690,SC,Taió,-49.994184,-27.121001
4691,SC,Tangará,-51.247253,-27.099576
4692,SC,Tigrinhos,-53.154529,-26.68761
4693,SC,Tijucas,-48.632221,-27.235425
4694,SC,Timbé do Sul,-49.842048,-28.828749
4695,SC,Timbó,-49.269039,-26.82464
4696,SC,Timbó Grande,-50.66072,-26.612671
4697,SC,Treviso,-49.463367,-28.509661
4698,SC,Treze Tílias,-51.408444,-27.002604
4699,SC,Treze de Maio,-49.156535,-28.553662
4700,SC,Trombudo Central,-49.792953,-27.303296
4701,SC,Três Barras,-50.319692,-26.105632
4702,SC,Tubarão,-49.014371,-28.47131
4703,SC,Tunápolis,-53.641725,-26.968103
4704,SC,Turvo,-49.683067,-28.927169
4705,SC,União do Oeste,-52.854123,-26.76204
4706,SC,Urubici,-49.592547,-28.015663
4707,SC,Urupema,-49.872882,-27.955674
4708,SC,Urussanga,-49.323814,-28.518049
4709,SC,Vargem,-50.972355,-27.486714
4710,SC,Vargem Bonita,-51.740238,-27.005456
4711,SC,Vargeão,-52.154907,-26.862088
4712,SC,Vidal Ramos,-49.359339,-27.388643
4713,SC,Videira,-51.154274,-27.008624
4714,SC,Vitor Meireles,-49.832787,-26.878152
4715,SC,Witmarsum,-49.794675,-26.927487
4716,SC,Xanxerê,-52.403579,-26.874694
4717,SC,Xavantina,-52.342994,-27.0667
4718,SC,Xaxim,-52.537446,-26.959643
4719,SC,Zortéa,-51.551993,-27.452065
4720,SC,Água Doce,-51.552812,-26.998452
4721,SC,Águas Frias,-52.856773,-26.879377
4722,SC,Águas Mornas,-48.824347,-27.696325
4723,SC,Águas de Chapecó,-52.980844,-27.075424
4724,SE,Amparo de São Francisco,-36.934993,-10.134842
4725,SE,Aquidabã,-37.014768,-10.278043
4726,SE,Aracaju,-37.06766,-10.909133
4727,SE,Arauá,-37.620058,-11.261391
4728,SE,Areia Branca,-37.325063,-10.758005
4729,SE,Barra dos Coqueiros,-37.032317,-10.899623
4730,SE,Boquim,-37.619466,-11.13972
4731,SE,Brejo Grande,-36.461102,-10.429713
4732,SE,Campo do Brito,-37.495369,-10.739248
4733,SE,Canhoba,-36.980639,-10.136465
4734,SE,Canindé de São Francisco,-37.792294,-9.648823
4735,SE,Capela,-37.062847,-10.506928
4736,SE,Carira,-37.700241,-10.352361
4737,SE,Carmópolis,-36.988742,-10.644869
4738,SE,Cedro de São João,-36.885641,-10.253441
4739,SE,Cristinápolis,-37.758494,-11.466778
4740,SE,Cumbe,-37.184622,-10.351979
4741,SE,Divina Pastora,-37.150557,-10.678161
4742,SE,Estância,-37.448381,-11.265922
4743,SE,Feira Nova,-37.314672,-10.261645
4744,SE,Frei Paulo,-37.527934,-10.551292
4745,SE,Gararu,-37.086921,-9.972202
4746,SE,General Maynard,-36.983758,-10.683471
4747,SE,Graccho Cardoso,-37.200559,-10.225233
4748,SE,Ilha das Flores,-36.547935,-10.442506
4749,SE,Indiaroba,-37.514979,-11.515746
4750,SE,Itabaiana,-37.427287,-10.682555
4751,SE,Itabaianinha,-37.787505,-11.269268
4752,SE,Itabi,-37.105558,-10.124808
4753,SE,Itaporanga d`Ajuda,-37.307822,-10.989955
4754,SE,Japaratuba,-36.941765,-10.584913
4755,SE,Japoatã,-36.804504,-10.347719
4756,SE,Lagarto,-37.668948,-10.913628
4757,SE,Laranjeiras,-37.173123,-10.798121
4758,SE,Macambira,-37.541303,-10.661871
4759,SE,Malhada dos Bois,-36.925188,-10.341837
4760,SE,Malhador,-37.300437,-10.664926
4761,SE,Maruim,-37.085598,-10.730762
4762,SE,Moita Bonita,-37.35121,-10.576908
4763,SE,Monte Alegre de Sergipe,-37.561605,-10.025574
4764,SE,Muribeca,-36.95882,-10.427146
4765,SE,Neópolis,-36.584952,-10.321503
4766,SE,Nossa Senhora Aparecida,-37.451699,-10.394387
4767,SE,Nossa Senhora da Glória,-37.421125,-10.215809
4768,SE,Nossa Senhora das Dores,-37.196285,-10.48536
4769,SE,Nossa Senhora de Lourdes,-37.061528,-10.077168
4770,SE,Nossa Senhora do Socorro,-37.123113,-10.846822
4771,SE,Pacatuba,-36.653078,-10.453811
4772,SE,Pedra Mole,-37.692189,-10.613439
4773,SE,Pedrinhas,-37.67749,-11.190174
4774,SE,Pinhão,-37.724246,-10.567664
4775,SE,Pirambu,-36.854427,-10.721516
4776,SE,Porto da Folha,-37.284233,-9.916264
4777,SE,Poço Redondo,-37.683263,-9.806155
4778,SE,Poço Verde,-38.181294,-10.715129
4779,SE,Propriá,-36.844153,-10.213773
4780,SE,Riachuelo,-37.196551,-10.735008
4781,SE,Riachão do Dantas,-37.730985,-11.072904
4782,SE,Ribeirópolis,-37.438035,-10.535669
4783,SE,Rosário do Catete,-37.03569,-10.690432
4784,SE,Salgado,-37.480385,-11.028833
4785,SE,Santa Luzia do Itanhy,-37.458642,-11.353596
4786,SE,Santa Rosa de Lima,-37.193123,-10.643362
4787,SE,Santana do São Francisco,-36.610539,-10.292233
4788,SE,Santo Amaro das Brotas,-37.05643,-10.789225
4789,SE,Simão Dias,-37.809746,-10.738652
4790,SE,Siriri,-37.113068,-10.596488
4791,SE,São Cristóvão,-37.20436,-11.008443
4792,SE,São Domingos,-37.568515,-10.791613
4793,SE,São Francisco,-36.886907,-10.344151
4794,SE,São Miguel do Aleixo,-37.38356,-10.384662
4795,SE,Telha,-36.881778,-10.206424
4796,SE,Tobias Barreto,-37.999451,-11.179799
4797,SE,Tomar do Geru,-37.843338,-11.369391
4798,SE,Umbaúba,-37.662347,-11.380921
4799,SP,Adamantina,-51.073695,-21.682012
4800,SP,Adolfo,-49.645128,-21.232494
4801,SP,Aguaí,-46.973502,-22.057207
4802,SP,Agudos,-48.98632,-22.469433
4803,SP,Alambari,-47.897971,-23.550338
4804,SP,Alfredo Marcondes,-51.413956,-21.9527
4805,SP,Altair,-49.057073,-20.524207
4806,SP,Altinópolis,-47.3712,-21.021364
4807,SP,Alto Alegre,-50.16798,-21.581103
4808,SP,Alumínio,-47.254571,-23.530553
4809,SP,Alvinlândia,-49.762323,-22.443481
4810,SP,Americana,-47.333119,-22.73736
4811,SP,Amparo,-46.772022,-22.70879
4812,SP,Américo Brasiliense,-48.11467,-21.728771
4813,SP,Américo de Campos,-49.735904,-20.298476
4814,SP,Analândia,-47.661939,-22.128917
4815,SP,Andradina,-51.378568,-20.894761
4816,SP,Angatuba,-48.413872,-23.491733
4817,SP,Anhembi,-48.133595,-22.792959
4818,SP,Anhumas,-51.389542,-22.293414
4819,SP,Aparecida,-45.232496,-22.849509
4820,SP,Aparecida d`Oeste,-50.883506,-20.448734
4821,SP,Apiaí,-48.844271,-24.510819
4822,SP,Aramina,-47.787251,-20.088152
4823,SP,Arandu,-49.048661,-23.138559
4824,SP,Arapeí,-44.444127,-22.671744
4825,SP,Araraquara,-48.178014,-21.784511
4826,SP,Araras,-47.384235,-22.357238
4827,SP,Araçariguama,-47.060825,-23.436597
4828,SP,Araçatuba,-50.440106,-21.207648
4829,SP,Araçoiaba da Serra,-47.616605,-23.502901
4830,SP,Arco-Íris,-50.466018,-21.772797
4831,SP,Arealva,-48.913511,-22.031026
4832,SP,Areias,-44.69924,-22.578597
4833,SP,Areiópolis,-48.668052,-22.667216
4834,SP,Ariranha,-48.790418,-21.18716
4835,SP,Artur Nogueira,-47.172679,-22.572737
4836,SP,Arujá,-46.319983,-23.396476
4837,SP,Aspásia,-50.728046,-20.160028
4838,SP,Assis,-50.418307,-22.659957
4839,SP,Atibaia,-46.556262,-23.117059
4840,SP,Auriflama,-50.55719,-20.683621
4841,SP,Avanhandava,-49.950893,-21.458416
4842,SP,Avaré,-48.925052,-23.106732
4843,SP,Avaí,-49.335596,-22.151409
4844,SP,Bady Bassitt,-49.4385,-20.919689
4845,SP,Balbinos,-49.361906,-21.896293
4846,SP,Bananal,-44.328114,-22.681932
4847,SP,Barbosa,-49.951816,-21.265661
4848,SP,Bariri,-48.743828,-22.072955
4849,SP,Barra Bonita,-48.558349,-22.490859
4850,SP,Barra do Chapéu,-49.023784,-24.472203
4851,SP,Barra do Turvo,-48.50126,-24.759035
4852,SP,Barretos,-48.569832,-20.553146
4853,SP,Barrinha,-48.163614,-21.186374
4854,SP,Barueri,-46.879042,-23.505689
4855,SP,Barão de Antonina,-49.563366,-23.628419
4856,SP,Bastos,-50.735695,-21.920984
4857,SP,Batatais,-47.592149,-20.892867
4858,SP,Bauru,-49.087142,-22.324569
4859,SP,Bebedouro,-48.479083,-20.949077
4860,SP,Bento de Abreu,-50.813959,-21.268629
4861,SP,Bernardino de Campos,-49.467897,-23.016439
4862,SP,Bertioga,-46.139586,-23.848568
4863,SP,Bilac,-50.47464,-21.403962
4864,SP,Birigui,-50.343162,-21.291034
4865,SP,Biritiba-Mirim,-46.0407,-23.569774
4866,SP,Boa Esperança do Sul,-48.390622,-21.991832
4867,SP,Bocaina,-48.523044,-22.136538
4868,SP,Bofete,-48.258203,-23.105543
4869,SP,Boituva,-47.678574,-23.285531
4870,SP,Bom Jesus dos Perdões,-46.467474,-23.135579
4871,SP,Bom Sucesso de Itararé,-49.145104,-24.315511
4872,SP,Boracéia,-48.780751,-22.192645
4873,SP,Borborema,-49.074089,-21.621368
4874,SP,Borebi,-48.970749,-22.572763
4875,SP,Borá,-50.540919,-22.269627
4876,SP,Botucatu,-48.443706,-22.883697
4877,SP,Bragança Paulista,-46.54188,-22.952681
4878,SP,Braúna,-50.317489,-21.499039
4879,SP,Brejo Alegre,-50.186076,-21.165147
4880,SP,Brodowski,-47.657217,-20.984532
4881,SP,Brotas,-48.125115,-22.279476
4882,SP,Buri,-48.595811,-23.797689
4883,SP,Buritama,-50.147494,-21.066064
4884,SP,Buritizal,-47.709636,-20.191084
4885,SP,Bálsamo,-49.586487,-20.734843
4886,SP,Cabreúva,-47.136251,-23.30533
4887,SP,Cabrália Paulista,-49.339337,-22.45756
4888,SP,Cachoeira Paulista,-45.015384,-22.666498
4889,SP,Caconde,-46.643659,-21.527995
4890,SP,Cafelândia,-49.609213,-21.803112
4891,SP,Caiabu,-51.239408,-22.012719
4892,SP,Caieiras,-46.73974,-23.360729
4893,SP,Caiuá,-51.996918,-21.832164
4894,SP,Cajamar,-46.878146,-23.355014
4895,SP,Cajati,-48.122347,-24.73239
4896,SP,Cajobi,-48.806336,-20.877287
4897,SP,Cajuru,-47.303022,-21.274934
4898,SP,Campina do Monte Alegre,-48.4758,-23.58948
4899,SP,Campinas,-47.06595,-22.905346
4900,SP,Campo Limpo Paulista,-46.788919,-23.207791
4901,SP,Campos Novos Paulista,-49.998726,-22.601952
4902,SP,Campos do Jordão,-45.583337,-22.729618
4903,SP,Cananéia,-47.934074,-25.014428
4904,SP,Canas,-45.052117,-22.700344
4905,SP,Canitar,-49.783947,-23.004014
4906,SP,Capela do Alto,-47.738834,-23.468471
4907,SP,Capivari,-47.50715,-22.995144
4908,SP,Capão Bonito,-48.348222,-24.011265
4909,SP,Caraguatatuba,-45.412533,-23.612535
4910,SP,Carapicuíba,-46.840676,-23.523471
4911,SP,Cardoso,-49.918322,-20.080031
4912,SP,Casa Branca,-47.085245,-21.77081
4913,SP,Castilho,-51.488394,-20.868924
4914,SP,Catanduva,-48.977015,-21.131381
4915,SP,Catiguá,-49.06162,-21.051861
4916,SP,Caçapava,-45.707645,-23.099204
4917,SP,Cedral,-49.266426,-20.900949
4918,SP,Cerqueira César,-49.165524,-23.037999
4919,SP,Cerquilho,-47.745862,-23.166487
4920,SP,Cesário Lange,-47.954453,-23.226035
4921,SP,Charqueada,-47.775468,-22.50958
4922,SP,Chavantes,-49.709616,-23.036632
4923,SP,Clementina,-50.452476,-21.560447
4924,SP,Colina,-48.53867,-20.711443
4925,SP,Colômbia,-48.686468,-20.176771
4926,SP,Conchal,-47.172927,-22.337512
4927,SP,Conchas,-48.013391,-23.01543
4928,SP,Cordeirópolis,-47.451886,-22.477778
4929,SP,Coroados,-50.285937,-21.352082
4930,SP,Coronel Macedo,-49.309966,-23.626143
4931,SP,Corumbataí,-47.621451,-22.221334
4932,SP,Cosmorama,-49.782747,-20.475472
4933,SP,Cosmópolis,-47.192578,-22.641906
4934,SP,Cotia,-46.91902,-23.602177
4935,SP,Cravinhos,-47.732427,-21.337959
4936,SP,Cristais Paulista,-47.420915,-20.403569
4937,SP,Cruzeiro,-44.96896,-22.572764
4938,SP,Cruzália,-50.790909,-22.737309
4939,SP,Cubatão,-46.423968,-23.891121
4940,SP,Cunha,-44.957559,-23.0731
4941,SP,Cássia dos Coqueiros,-47.164327,-21.280082
4942,SP,Cândido Mota,-50.387326,-22.747093
4943,SP,Cândido Rodrigues,-48.632719,-21.327531
4944,SP,Descalvado,-47.618105,-21.900211
4945,SP,Diadema,-46.62052,-23.681347
4946,SP,Dirce Reis,-50.607335,-20.464207
4947,SP,Divinolândia,-46.736128,-21.663709
4948,SP,Dobrada,-48.393476,-21.515533
4949,SP,Dois Córregos,-48.381924,-22.367291
4950,SP,Dolcinópolis,-50.514898,-20.124047
4951,SP,Dourado,-48.317823,-22.104436
4952,SP,Dracena,-51.535034,-21.484311
4953,SP,Duartina,-49.408355,-22.414562
4954,SP,Dumont,-47.975622,-21.232401
4955,SP,Echaporã,-50.203787,-22.43256
4956,SP,Eldorado,-48.114085,-24.52809
4957,SP,Elias Fausto,-47.368153,-23.042822
4958,SP,Elisiário,-49.114594,-21.167754
4959,SP,Embaúba,-48.832452,-20.979595
4960,SP,Embu,-46.857854,-23.643717
4961,SP,Embu-Guaçu,-46.813593,-23.829717
4962,SP,Emilianópolis,-51.483168,-21.831436
4963,SP,Engenheiro Coelho,-47.211045,-22.483573
4964,SP,Espírito Santo do Pinhal,-46.74767,-22.190871
4965,SP,Espírito Santo do Turvo,-49.434119,-22.69254
4966,SP,Estiva Gerbi,-46.948111,-22.271314
4967,SP,Estrela d`Oeste,-50.404872,-20.28755
4968,SP,Estrela do Norte,-51.663203,-22.485935
4969,SP,Euclides da Cunha Paulista,-52.592779,-22.55452
