,uf,municipio,longitude,latitude
1399,MG,Araçaí,-44.249309,-19.195507
1400,MG,Araçuaí,-42.0637,-16.85232
1401,MG,Araújos,-45.167115,-19.940519
1402,MG,Arceburgo,-46.940056,-21.358984
1403,MG,Arcos,-45.537345,-20.286333
1404,MG,Areado,-46.142071,-21.357186
1405,MG,Argirita,-42.829162,-21.60827
1406,MG,Aricanduva,-42.553263,-17.866642
1407,MG,Arinos,-46.104324,-15.918743
1408,MG,Astolfo Dutra,-42.857204,-21.318439
1409,MG,Ataléia,-41.114901,-18.043805
1410,MG,Augusto de Lima,-44.265523,-18.099714
1411,MG,Açucena,-42.541881,-19.067105
1412,MG,Baependi,-44.887426,-21.956994
1413,MG,Baldim,-43.961331,-19.283197
1414,MG,Bambuí,-45.97537,-20.016618
1415,MG,Bandeira,-40.562163,-15.878315
1416,MG,Bandeira do Sul,-46.383347,-21.730798
1417,MG,Barbacena,-43.770266,-21.221446
1418,MG,Barra Longa,-43.040168,-20.286866
1419,MG,Barroso,-43.972039,-21.190659
1420,MG,Barão de Cocais,-43.475524,-19.938943
1421,MG,Barão de Monte Alto,-42.237185,-21.244403
1422,MG,Bela Vista de Minas,-43.092164,-19.83021
1423,MG,Belmiro Braga,-43.408419,-21.943992
1424,MG,Belo Horizonte,-43.926572,-19.910183
1425,MG,Belo Oriente,-42.482795,-19.219906
1426,MG,Belo Vale,-44.027462,-20.407725
1427,MG,Berilo,-42.46062,-16.95669
1428,MG,Berizal,-41.743202,-15.610028
1429,MG,Bertópolis,-40.579973,-17.059009
1430,MG,Betim,-44.200775,-19.966827
1431,MG,Bias Fortes,-43.757366,-21.601961
1432,MG,Bicas,-43.055958,-21.723164
1433,MG,Biquinhas,-45.497372,-18.77541
1434,MG,Boa Esperança,-45.561203,-21.092723
1435,MG,Bocaina de Minas,-44.397181,-22.169687
1436,MG,Bocaiúva,-43.810433,-17.113544
1437,MG,Bom Despacho,-45.262167,-19.738621
1438,MG,Bom Jardim de Minas,-44.188498,-21.947875
1439,MG,Bom Jesus da Penha,-46.517369,-21.014786
1440,MG,Bom Jesus do Amparo,-43.478225,-19.70543
1441,MG,Bom Jesus do Galho,-42.316472,-19.836006
1442,MG,Bom Repouso,-46.144036,-22.467494
1443,MG,Bom Sucesso,-44.753745,-21.032875
1444,MG,Bonfim,-44.236565,-20.330215
1445,MG,Bonfinópolis de Minas,-45.983859,-16.568034
1446,MG,Bonito de Minas,-44.754267,-15.323129
1447,MG,Borda da Mata,-46.165349,-22.270701
1448,MG,Botelhos,-46.391006,-21.641157
1449,MG,Botumirim,-43.008578,-16.865741
1450,MG,Brasilândia de Minas,-46.00811,-16.999868
1451,MG,Brasília de Minas,-44.429897,-16.210382
1452,MG,Brasópolis,-45.612995,-22.470019
1453,MG,Braúnas,-42.709896,-19.05616
1454,MG,Brumadinho,-44.200675,-20.150989
1455,MG,Brás Pires,-43.240556,-20.841912
1456,MG,Bueno Brandão,-46.349102,-22.438321
1457,MG,Buenópolis,-44.177504,-17.874432
1458,MG,Bugre,-42.255184,-19.423063
1459,MG,Buritis,-46.422078,-15.621802
1460,MG,Buritizeiro,-44.960581,-17.365588
1461,MG,Cabeceira Grande,-47.086153,-16.03351
1462,MG,Cabo Verde,-46.391857,-21.469945
1463,MG,Cachoeira Dourada,-49.503876,-18.516147
1464,MG,Cachoeira da Prata,-44.454383,-19.520967
1465,MG,Cachoeira de Minas,-45.780866,-22.351107
1466,MG,Cachoeira de Pajeú,-41.494766,-15.968828
1467,MG,Caetanópolis,-44.418871,-19.297075
1468,MG,Caeté,-43.670353,-19.88261
1469,MG,Caiana,-41.929208,-20.695579
1470,MG,Cajuri,-42.792504,-20.790301
1471,MG,Caldas,-46.384314,-21.918309
1472,MG,Camacho,-45.159327,-20.629367
1473,MG,Camanducaia,-46.149444,-22.751534
1474,MG,Cambuquira,-45.289572,-21.853985
1475,MG,Cambuí,-46.057228,-22.611537
1476,MG,Campanha,-45.400394,-21.835977
1477,MG,Campanário,-41.735506,-18.24271
1478,MG,Campestre,-46.23808,-21.707874
1479,MG,Campina Verde,-49.486247,-19.53815
1480,MG,Campo Azul,-44.809624,-16.502805
1481,MG,Campo Belo,-45.269892,-20.893182
1482,MG,Campo Florido,-48.571623,-19.763085
1483,MG,Campo do Meio,-45.827333,-21.112735
1484,MG,Campos Altos,-46.172545,-19.691378
1485,MG,Campos Gerais,-45.7569,-21.237025
1486,MG,Cana Verde,-45.180062,-21.023207
1487,MG,Canaã,-42.616676,-20.686889
1488,MG,Candeias,-45.276465,-20.769222
1489,MG,Cantagalo,-42.622259,-18.524772
1490,MG,Canápolis,-49.20355,-18.721229
1491,MG,Caparaó,-41.906063,-20.528897
1492,MG,Capela Nova,-43.621961,-20.917906
1493,MG,Capelinha,-42.514705,-17.688792
1494,MG,Capetinga,-47.057141,-20.616314
1495,MG,Capim Branco,-44.130351,-19.547067
1496,MG,Capinópolis,-49.570618,-18.686221
1497,MG,Capitão Andrade,-41.861414,-19.074835
1498,MG,Capitão Enéas,-43.708443,-16.32654
1499,MG,Capitólio,-46.049257,-20.616373
1500,MG,Caputira,-42.26832,-20.170342
1501,MG,Caranaíba,-43.741716,-20.870663
1502,MG,Carandaí,-43.811002,-20.956604
1503,MG,Carangola,-42.031348,-20.734348
1504,MG,Caratinga,-42.129217,-19.786805
1505,MG,Caraí,-41.700359,-17.186161
1506,MG,Carbonita,-43.013688,-17.525492
1507,MG,Careaçu,-45.696011,-22.042379
1508,MG,Carlos Chagas,-40.772276,-17.697335
1509,MG,Carmo da Cachoeira,-45.220065,-21.463291
1510,MG,Carmo da Mata,-44.8735,-20.557532
1511,MG,Carmo de Minas,-45.13069,-22.120366
1512,MG,Carmo do Cajuru,-44.76643,-20.19117
1513,MG,Carmo do Paranaíba,-46.316735,-18.990952
1514,MG,Carmo do Rio Claro,-46.114925,-20.973609
1515,MG,Carmésia,-43.138248,-19.087718
1516,MG,Carmópolis de Minas,-44.633558,-20.539562
1517,MG,Carneirinho,-50.689441,-19.698701
1518,MG,Carrancas,-44.64457,-21.489765
1519,MG,Carvalhos,-44.463164,-22.000003
1520,MG,Carvalhópolis,-45.842127,-21.773534
1521,MG,Casa Grande,-43.934306,-20.792521
1522,MG,Cascalho Rico,-47.871643,-18.577169
1523,MG,Cataguases,-42.689647,-21.39239
1524,MG,Catas Altas,-43.406115,-20.073403
1525,MG,Catas Altas da Noruega,-43.493876,-20.690073
1526,MG,Catuji,-41.52764,-17.301807
1527,MG,Catuti,-42.962704,-15.361574
1528,MG,Caxambu,-44.931855,-21.975253
1529,MG,Cedro do Abaeté,-45.711994,-19.145767
1530,MG,Central de Minas,-41.314331,-18.761195
1531,MG,Centralina,-49.201397,-18.585217
1532,MG,Chalé,-41.689714,-20.045328
1533,MG,Chapada Gaúcha,-45.611616,-15.301373
1534,MG,Chapada do Norte,-42.539187,-17.088119
1535,MG,Chiador,-43.061671,-21.999572
1536,MG,Chácara,-43.21499,-21.673256
1537,MG,Cipotânea,-43.362904,-20.902598
1538,MG,Claraval,-47.276828,-20.397011
1539,MG,Claro dos Poções,-44.206097,-17.08203
1540,MG,Cláudio,-44.767332,-20.443672
1541,MG,Coimbra,-42.800807,-20.853505
1542,MG,Coluna,-42.835185,-18.23108
1543,MG,Comendador Gomes,-49.078894,-19.697342
1544,MG,Comercinho,-41.794536,-16.296258
1545,MG,Conceição da Aparecida,-46.20491,-21.096024
1546,MG,Conceição da Barra de Minas,-44.472901,-21.131558
1547,MG,Conceição das Alagoas,-48.38394,-19.917155
1548,MG,Conceição das Pedras,-45.456238,-22.157647
1549,MG,Conceição de Ipanema,-41.690756,-19.932584
1550,MG,Conceição do Mato Dentro,-43.422082,-19.03441
1551,MG,Conceição do Pará,-44.894511,-19.745599
1552,MG,Conceição do Rio Verde,-45.08703,-21.877836
1553,MG,Conceição dos Ouros,-45.799599,-22.407845
1554,MG,Confins,-43.993148,-19.628183
1555,MG,Congonhal,-46.043031,-22.148753
1556,MG,Congonhas,-43.851012,-20.495844
1557,MG,Congonhas do Norte,-43.67672,-18.802053
1558,MG,Conquista,-47.549196,-19.931182
1559,MG,Conselheiro Lafaiete,-43.784609,-20.663445
1560,MG,Conselheiro Pena,-41.473554,-19.178914
1561,MG,Consolação,-45.925459,-22.54929
1562,MG,Contagem,-44.05392,-19.932079
1563,MG,Coqueiral,-45.436568,-21.185757
1564,MG,Coração de Jesus,-44.363517,-16.684067
1565,MG,Cordisburgo,-44.322415,-19.122393
1566,MG,Cordislândia,-45.699879,-21.789099
1567,MG,Corinto,-44.454181,-18.368967
1568,MG,Coroaci,-42.279099,-18.61557
1569,MG,Coromandel,-47.193348,-18.473364
1570,MG,Coronel Fabriciano,-42.627585,-19.517879
1571,MG,Coronel Murta,-42.183952,-16.614847
1572,MG,Coronel Pacheco,-43.255989,-21.589751
1573,MG,Coronel Xavier Chaves,-44.2206,-21.027724
1574,MG,Couto de Magalhães de Minas,-43.464821,-18.07272
1575,MG,Cristais,-45.516727,-20.87328
1576,MG,Cristiano Otoni,-43.816552,-20.832421
1577,MG,Cristina,-45.267266,-22.207982
1578,MG,Cristália,-42.85712,-16.716014
1579,MG,Crisólita,-40.918392,-17.238124
1580,MG,Crucilândia,-44.333425,-20.392314
1581,MG,Cruzeiro da Fortaleza,-46.666891,-18.944029
1582,MG,Cruzília,-44.806678,-21.839985
1583,MG,Cuparaque,-41.098621,-18.964827
1584,MG,Curral de Dentro,-41.855684,-15.932709
1585,MG,Curvelo,-44.430259,-18.752731
1586,MG,Cássia,-46.920122,-20.583061
1587,MG,Córrego Danta,-45.903228,-19.819775
1588,MG,Córrego Fundo,-45.561742,-20.447422
1589,MG,Córrego Novo,-42.398816,-19.836096
1590,MG,Córrego do Bom Jesus,-46.024113,-22.626882
1591,MG,Cônego Marinho,-44.418059,-15.289172
1592,MG,Datas,-43.659085,-18.447761
1593,MG,Delfim Moreira,-45.279231,-22.503632
1594,MG,Delfinópolis,-46.845554,-20.34677
1595,MG,Delta,-47.78408,-19.972143
1596,MG,Descoberto,-42.961766,-21.45999
1597,MG,Desterro de Entre Rios,-44.333388,-20.66504
1598,MG,Desterro do Melo,-43.517834,-21.142995
1599,MG,Diamantina,-43.603099,-18.241315
1600,MG,Diogo de Vasconcelos,-43.195253,-20.487903
1601,MG,Dionísio,-42.770087,-19.843252
1602,MG,Divino,-42.143801,-20.613405
1603,MG,Divino das Laranjeiras,-41.478081,-18.775491
1604,MG,Divinolândia de Minas,-42.610345,-18.80038
1605,MG,Divinésia,-43.000263,-20.991709
1606,MG,Divinópolis,-44.891223,-20.144646
1607,MG,Divisa Alegre,-41.346291,-15.722071
1608,MG,Divisa Nova,-46.190385,-21.50916
1609,MG,Divisópolis,-40.99969,-15.72535
1610,MG,Dom Bosco,-46.259725,-16.651957
1611,MG,Dom Cavati,-42.112132,-19.373457
1612,MG,Dom Joaquim,-43.254382,-18.961036
1613,MG,Dom Silvério,-42.962673,-20.162726
1614,MG,Dom Viçoso,-45.164317,-22.25111
1615,MG,Dona Eusébia,-42.807048,-21.319
1616,MG,Dores de Campos,-44.02068,-21.113944
1617,MG,Dores de Guanhães,-42.925373,-19.051607
1618,MG,Dores do Indaiá,-45.592741,-19.462789
1619,MG,Dores do Turvo,-43.18343,-20.978477
1620,MG,Doresópolis,-45.900725,-20.286828
1621,MG,Douradoquara,-47.59931,-18.433784
1622,MG,Durandé,-41.79772,-20.205817
1623,MG,Elói Mendes,-45.569064,-21.608806
1624,MG,Engenheiro Caldas,-42.050305,-19.206497
1625,MG,Engenheiro Navarro,-43.946966,-17.283128
1626,MG,Entre Folhas,-42.230555,-19.621811
1627,MG,Entre Rios de Minas,-44.065392,-20.67063
1628,MG,Ervália,-42.654422,-20.840258
1629,MG,Esmeraldas,-44.306485,-19.76402
1630,MG,Espera Feliz,-41.911927,-20.650762
1631,MG,Espinosa,-42.809015,-14.924948
1632,MG,Espírito Santo do Dourado,-45.95477,-22.045368
1633,MG,Estiva,-46.01905,-22.457694
1634,MG,Estrela Dalva,-42.45743,-21.741231
1635,MG,Estrela do Indaiá,-45.78595,-19.516888
1636,MG,Estrela do Sul,-47.695643,-18.73994
1637,MG,Eugenópolis,-42.187834,-21.100153
1638,MG,Ewbank da Câmara,-43.506803,-21.549819
1639,MG,Extrema,-46.317816,-22.853991
1640,MG,Fama,-45.828617,-21.408898
1641,MG,Faria Lemos,-42.021317,-20.809745
1642,MG,Felisburgo,-40.760502,-16.634828
1643,MG,Felixlândia,-44.900376,-18.750669
1644,MG,Felício dos Santos,-43.242206,-18.075546
1645,MG,Fernandes Tourinho,-42.080259,-19.154087
1646,MG,Ferros,-43.019232,-19.234309
1647,MG,Fervedouro,-42.278997,-20.726
1648,MG,Florestal,-44.431758,-19.888043
1649,MG,Formiga,-45.426793,-20.461819
1650,MG,Formoso,-46.237075,-14.944633
1651,MG,Fortaleza de Minas,-46.712029,-20.850765
1652,MG,Fortuna de Minas,-44.447177,-19.557755
1653,MG,Francisco Badaró,-42.356813,-16.988284
1654,MG,Francisco Dumont,-44.23171,-17.310678
1655,MG,Francisco Sá,-43.489615,-16.482729
1656,MG,Franciscópolis,-42.009382,-17.957766
1657,MG,Frei Gaspar,-41.432522,-18.070898
1658,MG,Frei Inocêncio,-41.912087,-18.555602
1659,MG,Frei Lagonegro,-42.761711,-18.1751
1660,MG,Fronteira,-49.198423,-20.274848
1661,MG,Fronteira dos Vales,-40.922992,-16.889807
1662,MG,Fruta de Leite,-42.528772,-16.122458
1663,MG,Frutal,-48.935497,-20.025875
1664,MG,Funilândia,-44.060976,-19.36613
1665,MG,Galiléia,-41.538653,-19.000464
1666,MG,Gameleiras,-43.124982,-15.082855
1667,MG,Glaucilândia,-43.691952,-16.848056
1668,MG,Goiabeira,-41.223526,-18.980659
1669,MG,Goianá,-43.195664,-21.536045
1670,MG,Gonzaga,-42.476908,-18.819608
1671,MG,Gonçalves,-45.855566,-22.654535
1672,MG,Gouveia,-43.742294,-18.451944
1673,MG,Governador Valadares,-41.95553,-18.854452
1674,MG,Grupiara,-47.731787,-18.500302
1675,MG,Grão Mogol,-42.892306,-16.566232
1676,MG,Guanhães,-42.931231,-18.771284
1677,MG,Guapé,-45.915233,-20.763079
1678,MG,Guaraciaba,-43.009389,-20.571571
1679,MG,Guaraciama,-43.667525,-17.014173
1680,MG,Guarani,-43.032777,-21.356334
1681,MG,Guaranésia,-46.796352,-21.300921
1682,MG,Guarará,-43.033434,-21.730352
1683,MG,Guarda-Mor,-47.099756,-17.767307
1684,MG,Guaxupé,-46.708053,-21.305007
1685,MG,Guidoval,-42.788746,-21.155034
1686,MG,Guimarânia,-46.790145,-18.84246
1687,MG,Guiricema,-42.720659,-21.00985
1688,MG,Gurinhatã,-49.787631,-19.214281
1689,MG,Heliodora,-45.545325,-22.064401
1690,MG,Iapu,-42.214725,-19.438704
1691,MG,Ibertioga,-43.963896,-21.433032
1692,MG,Ibiaí,-44.904622,-16.859077
1693,MG,Ibiracatu,-44.166707,-15.660525
1694,MG,Ibiraci,-47.12215,-20.461058
1695,MG,Ibirité,-44.056882,-20.025188
1696,MG,Ibitiúra de Minas,-46.43681,-22.060402
1697,MG,Ibituruna,-44.747913,-21.15414
1698,MG,Ibiá,-46.547406,-19.474948
1699,MG,Icaraí de Minas,-44.903359,-16.213968
1700,MG,Igarapé,-44.299449,-20.070671
1701,MG,Igaratinga,-44.706324,-19.947597
1702,MG,Iguatama,-45.711114,-20.17763
1703,MG,Ijaci,-44.923265,-21.173785
1704,MG,Ilicínea,-45.830849,-20.940222
1705,MG,Imbé de Minas,-41.969455,-19.601721
1706,MG,Inconfidentes,-46.326412,-22.313561
1707,MG,Indaiabira,-42.200514,-15.491056
1708,MG,Indianópolis,-47.915457,-19.034141
1709,MG,Ingaí,-44.915158,-21.402428
1710,MG,Inhapim,-42.114721,-19.54755
1711,MG,Inhaúma,-44.393394,-19.489843
1712,MG,Inimutaba,-44.358373,-18.727128
1713,MG,Ipaba,-42.413923,-19.415819
1714,MG,Ipanema,-41.716449,-19.799152
1715,MG,Ipatinga,-42.547612,-19.470275
1716,MG,Ipiaçu,-49.943614,-18.692716
1717,MG,Ipuiúna,-46.191495,-22.101264
1718,MG,Iraí de Minas,-47.460972,-18.981948
1719,MG,Itabira,-43.23123,-19.623936
1720,MG,Itabirinha,-41.232597,-18.569104
1721,MG,Itabirito,-43.803846,-20.250132
1722,MG,Itacambira,-43.306933,-17.062469
1723,MG,Itacarambi,-44.095005,-15.089028
1724,MG,Itaguara,-44.487507,-20.394695
1725,MG,Itaipé,-41.669654,-17.401419
1726,MG,Itajubá,-45.459818,-22.422481
1727,MG,Itamarandiba,-42.85612,-17.855157
1728,MG,Itamarati de Minas,-42.812969,-21.417935
1729,MG,Itambacuri,-41.682979,-18.03496
1730,MG,Itambé do Mato Dentro,-43.31825,-19.415761
1731,MG,Itamogi,-47.045962,-21.075824
1732,MG,Itamonte,-44.868021,-22.285912
1733,MG,Itanhandu,-44.938243,-22.294191
1734,MG,Itanhomi,-41.863017,-19.173587
1735,MG,Itaobim,-41.501692,-16.55707
1736,MG,Itapagipe,-49.378137,-19.906163
1737,MG,Itapecerica,-45.126994,-20.470372
1738,MG,Itapeva,-46.224053,-22.766488
1739,MG,Itatiaiuçu,-44.421081,-20.198257
1740,MG,Itaverava,-43.614106,-20.676853
1741,MG,Itaú de Minas,-46.752512,-20.737499
1742,MG,Itaúna,-44.580112,-20.081798
1743,MG,Itinga,-41.767194,-16.609972
1744,MG,Itueta,-41.174619,-19.399935
1745,MG,Ituiutaba,-49.463945,-18.977191
1746,MG,Itumirim,-44.872364,-21.317054
1747,MG,Iturama,-50.19656,-19.727566
1748,MG,Itutinga,-44.656731,-21.300017
1749,MG,Jaboticatubas,-43.737257,-19.511938
1750,MG,Jacinto,-40.294991,-16.142756
1751,MG,Jacutinga,-46.616575,-22.28597
1752,MG,Jacuí,-46.73588,-21.013662
1753,MG,Jaguaraçu,-42.74982,-19.647001
1754,MG,Jampruca,-41.809049,-18.461016
1755,MG,Janaúba,-43.313168,-15.802228
1756,MG,Januária,-44.363889,-15.480154
1757,MG,Japaraíba,-45.50151,-20.144184
1758,MG,Japonvar,-44.275829,-15.989139
1759,MG,Jaíba,-43.668802,-15.343224
1760,MG,Jeceaba,-43.989394,-20.533852
1761,MG,Jenipapo de Minas,-42.258934,-17.083129
1762,MG,Jequeri,-42.665064,-20.454229
1763,MG,Jequitaí,-44.437588,-17.229025
1764,MG,Jequitibá,-44.0304,-19.234491
1765,MG,Jequitinhonha,-41.011717,-16.437482
1766,MG,Jesuânia,-45.291122,-21.988655
1767,MG,Joanésia,-42.677481,-19.172897
1768,MG,Joaquim Felício,-44.164274,-17.758022
1769,MG,Joaíma,-41.022873,-16.652189
1770,MG,Jordânia,-40.184051,-15.900924
1771,MG,Josenópolis,-42.515056,-16.541697
1772,MG,José Gonçalves de Minas,-42.601384,-16.905329
1773,MG,José Raydan,-42.494643,-18.219505
1774,MG,João Monlevade,-43.173463,-19.812646
1775,MG,João Pinheiro,-46.17154,-17.739768
1776,MG,Juatuba,-44.34505,-19.94484
1777,MG,Juiz de Fora,-43.339759,-21.75952
1778,MG,Juramento,-43.586457,-16.847322
1779,MG,Juruaia,-46.573541,-21.24931
1780,MG,Juvenília,-44.159656,-14.266238
1781,MG,Ladainha,-41.748824,-17.627886
1782,MG,Lagamar,-46.806343,-18.175918
1783,MG,Lagoa Dourada,-44.079717,-20.913858
1784,MG,Lagoa Formosa,-46.401236,-18.771489
1785,MG,Lagoa Grande,-46.516519,-17.832265
1786,MG,Lagoa Santa,-43.893216,-19.63967
1787,MG,Lagoa da Prata,-45.540149,-20.023728
1788,MG,Lagoa dos Patos,-44.575374,-16.977954
1789,MG,Lajinha,-41.622818,-20.153941
1790,MG,Lambari,-45.349822,-21.967088
1791,MG,Lamim,-43.470615,-20.789999
1792,MG,Laranjal,-42.473151,-21.371478
1793,MG,Lassance,-44.573491,-17.88698
1794,MG,Lavras,-45.000949,-21.248002
1795,MG,Leandro Ferreira,-45.027855,-19.719307
1796,MG,Leme do Prado,-42.69357,-17.079273
1797,MG,Leopoldina,-42.642123,-21.52963
1798,MG,Liberdade,-44.320752,-22.027491
1799,MG,Lima Duarte,-43.793412,-21.838597
1800,MG,Limeira do Oeste,-50.581489,-19.551212
1801,MG,Lontra,-44.306037,-15.901295
1802,MG,Luisburgo,-42.097642,-20.446753
1803,MG,Luislândia,-44.588579,-16.109483
1804,MG,Luminárias,-44.903384,-21.514485
1805,MG,Luz,-45.679444,-19.791085
1806,MG,Machacalis,-40.724476,-17.072273
1807,MG,Machado,-45.921855,-21.677757
1808,MG,Madre de Deus de Minas,-44.32873,-21.483017
1809,MG,Malacacheta,-42.076907,-17.845647
1810,MG,Mamonas,-42.946858,-15.047941
1811,MG,Manga,-43.939053,-14.752892
1812,MG,Manhuaçu,-42.027987,-20.257226
1813,MG,Manhumirim,-41.958933,-20.359116
1814,MG,Mantena,-40.987368,-18.776071
1815,MG,Mar de Espanha,-43.006206,-21.870728
1816,MG,Maravilhas,-44.677875,-19.507627
1817,MG,Maria da Fé,-45.377277,-22.304417
1818,MG,Mariana,-43.414034,-20.376514
1819,MG,Marilac,-42.082207,-18.507897
1820,MG,Maripá de Minas,-42.954589,-21.697919
1821,MG,Marliéria,-42.732693,-19.709601
1822,MG,Marmelópolis,-45.164541,-22.447004
1823,MG,Martinho Campos,-45.243411,-19.330573
1824,MG,Martins Soares,-41.878592,-20.254562
1825,MG,Mata Verde,-40.736559,-15.686917
1826,MG,Materlândia,-43.0579,-18.469911
1827,MG,Mateus Leme,-44.431831,-19.979424
1828,MG,Mathias Lobato,-41.916564,-18.590035
1829,MG,Matias Barbosa,-43.313475,-21.868953
1830,MG,Matias Cardoso,-43.914565,-14.856304
1831,MG,Matipó,-42.340145,-20.287264
1832,MG,Mato Verde,-42.859984,-15.394396
1833,MG,Matozinhos,-44.086786,-19.554318
1834,MG,Matutina,-45.96635,-19.217912
1835,MG,Medeiros,-46.218053,-19.98651
1836,MG,Medina,-41.472764,-16.224538
1837,MG,Mendes Pimentel,-41.405228,-18.663116
1838,MG,Mercês,-43.333662,-21.197585
1839,MG,Mesquita,-42.607877,-19.224022
1840,MG,Minas Novas,-42.588435,-17.215603
1841,MG,Minduri,-44.605096,-21.679714
1842,MG,Mirabela,-44.160208,-16.256022
1843,MG,Miradouro,-42.345837,-20.889946
1844,MG,Miravânia,-44.409243,-14.734772
1845,MG,Miraí,-42.612209,-21.20214
1846,MG,Moeda,-44.050947,-20.339868
1847,MG,Moema,-45.412687,-19.838731
1848,MG,Monjolos,-44.117976,-18.324472
1849,MG,Monsenhor Paulo,-45.539055,-21.757885
1850,MG,Montalvânia,-44.371881,-14.419689
1851,MG,Monte Alegre de Minas,-48.881023,-18.869048
1852,MG,Monte Azul,-42.871768,-15.151362
1853,MG,Monte Belo,-46.363462,-21.327084
1854,MG,Monte Carmelo,-47.491228,-18.730245
1855,MG,Monte Formoso,-41.247306,-16.869145
1856,MG,Monte Santo de Minas,-46.975314,-21.18731
1857,MG,Monte Sião,-46.57298,-22.433538
1858,MG,Montes Claros,-43.857809,-16.728177
1859,MG,Montezuma,-42.494074,-15.170233
1860,MG,Morada Nova de Minas,-45.358403,-18.599774
1861,MG,Morro da Garça,-44.601043,-18.53559
1862,MG,Morro do Pilar,-43.379465,-19.223625
1863,MG,Munhoz,-46.36197,-22.609172
1864,MG,Muriaé,-42.369304,-21.129965
1865,MG,Mutum,-41.440689,-19.812099
1866,MG,Muzambinho,-46.5213,-21.369155
1867,MG,Mário Campos,-44.188324,-20.058155
1868,MG,Nacip Raydan,-42.248121,-18.454436
1869,MG,Nanuque,-40.353287,-17.848111
1870,MG,Naque,-42.33119,-19.229132
1871,MG,Natalândia,-46.487365,-16.50215
1872,MG,Natércia,-45.512284,-22.115754
1873,MG,Nazareno,-44.6138,-21.216779
1874,MG,Nepomuceno,-45.234956,-21.232415
1875,MG,Ninheira,-41.756367,-15.314771
1876,MG,Nova Belém,-41.11067,-18.492517
1877,MG,Nova Era,-43.033267,-19.757738
1878,MG,Nova Lima,-43.850854,-19.975763
1879,MG,Nova Módica,-41.498365,-18.441693
1880,MG,Nova Ponte,-47.677947,-19.146096
1881,MG,Nova Porteirinha,-43.294148,-15.799291
1882,MG,Nova Resende,-46.415732,-21.128612
1883,MG,Nova Serrana,-44.984661,-19.871299
1884,MG,Nova União,-43.583048,-19.687584
1885,MG,Novo Cruzeiro,-41.882633,-17.465438
1886,MG,Novo Oriente de Minas,-41.219361,-17.408932
1887,MG,Novorizonte,-42.404433,-16.016214
1888,MG,Olaria,-43.935558,-21.859789
1889,MG,Olhos-d`Água,-43.570453,-17.395912
1890,MG,Oliveira,-44.829037,-20.698218
1891,MG,Oliveira Fortes,-43.449893,-21.340054
1892,MG,Olímpio Noronha,-45.265726,-22.068548
1893,MG,Onça de Pitangui,-44.805771,-19.727551
1894,MG,Oratórios,-42.797698,-20.429758
1895,MG,Orizânia,-42.199124,-20.514162
1896,MG,Ouro Branco,-43.696217,-20.52629
1897,MG,Ouro Fino,-46.371599,-22.277868
1898,MG,Ouro Preto,-43.512045,-20.37957
1899,MG,Ouro Verde de Minas,-41.273412,-18.071923
1900,MG,Padre Carvalho,-42.508759,-16.364644
1901,MG,Padre Paraíso,-41.482053,-17.075789
1902,MG,Pai Pedro,-43.070006,-15.527099
1903,MG,Paineiras,-45.532064,-18.899345
1904,MG,Pains,-45.662685,-20.370467
1905,MG,Paiva,-43.408756,-21.291287
1906,MG,Palma,-42.312285,-21.374776
1907,MG,Palmópolis,-40.429609,-16.736375
1908,MG,Papagaios,-44.746799,-19.441922
1909,MG,Paracatu,-46.871064,-17.225166
1910,MG,Paraguaçu,-45.737419,-21.546507
1911,MG,Paraisópolis,-45.780295,-22.553912
1912,MG,Paraopeba,-44.404367,-19.273192
1913,MG,Pará de Minas,-44.611355,-19.853441
1914,MG,Passa Quatro,-44.970926,-22.387076
1915,MG,Passa Tempo,-44.492635,-20.653918
1916,MG,Passa-Vinte,-44.23657,-22.206583
1917,MG,Passabém,-43.138332,-19.350917
1918,MG,Passos,-46.609008,-20.719271
1919,MG,Patis,-44.078685,-16.077253
1920,MG,Patos de Minas,-46.501268,-18.569938
1921,MG,Patrocínio,-46.993419,-18.937867
1922,MG,Patrocínio do Muriaé,-42.212491,-21.154387
1923,MG,Paula Cândido,-42.975184,-20.875372
1924,MG,Paulistas,-42.8628,-18.427631
1925,MG,Pavão,-41.003471,-17.426703
1926,MG,Pedra Azul,-41.290948,-16.008648
1927,MG,Pedra Bonita,-42.330439,-20.521879
1928,MG,Pedra Dourada,-42.151502,-20.826627
1929,MG,Pedra do Anta,-42.712291,-20.596784
1930,MG,Pedra do Indaiá,-45.210653,-20.256346
1931,MG,Pedralva,-45.465386,-22.238645
1932,MG,Pedras de Maria da Cruz,-44.391046,-15.603244
1933,MG,Pedrinópolis,-47.457888,-19.224098
1934,MG,Pedro Leopoldo,-44.038258,-19.630811
1935,MG,Pedro Teixeira,-43.742949,-21.70763
1936,MG,Pequeri,-43.114487,-21.834113
1937,MG,Pequi,-44.660434,-19.628365
1938,MG,Perdigão,-45.077988,-19.941058
1939,MG,Perdizes,-47.296299,-19.343379
1940,MG,Perdões,-45.089582,-21.093225
1941,MG,Periquito,-42.233341,-19.157331
1942,MG,Pescador,-41.600578,-18.356962
1943,MG,Peçanha,-42.558276,-18.544079
1944,MG,Piau,-43.312992,-21.509645
1945,MG,Piedade de Caratinga,-42.075557,-19.759282
1946,MG,Piedade de Ponte Nova,-42.737872,-20.243848
1947,MG,Piedade do Rio Grande,-44.193834,-21.469021
